salary_is_predicted,created,adref,salary_min,latitude,id,longitude,description,title,salary_max,__CLASS__,redirect_url,search_role,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_type,contract_time
1,2025-11-18T14:55:59Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwMjQyMzUxNyIsInMiOiJFbm5rNXFuUThCR0ZVYWIySkNxbVVRIn0.MZD6J9I3z69xcvOB1XXCtFpVPhIBQREqjiL02y2qr1c,122112.03,35.773993,5502423517,-78.63276," NO C2C, W2 ONLY, NO SPONSHORSHIP CLIENT DAY TO DAY: As a Senior Data Scientist llI, you will leverage your advanced analytical skills to extract insights from complex datasets. Your expertise will drive data-driven decision-making and contribute to the development of innovative solutions. You will collaborate with cross-functional teams to enhance business strategies and drive growth through actionable data analysis. RESPONSIBILITIES Experience with machine learning algorithms, including deep …",Senior Data Scientist,122112.03,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5502423517?se=Ennk5qnQ8BGFUab2JCqmUQ&utm_medium=api&utm_source=4754d954&v=07FE53C66C9ECE40701A6C2010CD4214ABF5E25D,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Beacon Hill Staffing Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Wake County', 'Raleigh']","Raleigh, Wake County",,
1,2025-11-11T22:45:58Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5uazVxblE4QkdGVWFiMkpDcW1VUSIsImkiOiI1NDkxNDQ3ODEyIn0.mIuFsWqZs3AWQxF5HgQ3NYmXXj7k45k1UpSNP1qa1aM,152986.16,38.776903,5491447812,-77.187169,"Job Title: Data Scientist SME Location: Alexandria, Virginia & Chantilly, Virginia Job Type: On-site Clearance Required: Top Secret/SCI Job Overview: We are seeking a highly experienced Data Scientist (Subject Matter Expert) to lead complex, mission-critical projects that apply advanced data science, machine learning, and artificial intelligence techniques to address key intelligence and defense challenges. In this specialized role, you will provide technical leadership and strategic direction …",Data Scientist SME,152986.16,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5491447812?se=Ennk5qnQ8BGFUab2JCqmUQ&utm_medium=api&utm_source=4754d954&v=2621DC4788555C1BA160C7BFC10FB97803252087,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,UNITY COMPASS LIMITED LIABILITY COMPANY,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'West Springfield']","West Springfield, Fairfax County",,
1,2025-10-13T12:54:21Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5uazVxblE4QkdGVWFiMkpDcW1VUSIsImkiOiI1NDQ1ODA3MzQxIn0.z5_gwJmHoUl5fcm-NXlEAKE2IV8waZjckIBh3iowX28,169817.81,39.955624,5445807341,-75.164753,"Chubb’s North America Data and Analytics Division is currently seeking an experienced Senior Data Scientist with 5 years of industry experience to join our fast-paced, high-energy team. As a Senior Data Scientist for NA Analytics, you will perform quantitative data analysis to enable organizational decision making and develop solutions to complex business problems and create value to the business. This position offers exposure to a wide variety of analytics tools and technologies as well as uni…",Senior Data Scientist,169817.81,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5445807341?se=Ennk5qnQ8BGFUab2JCqmUQ&utm_medium=api&utm_source=4754d954&v=D45E0DC8A804FE434654105E3223D7F8FF1AF677,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Chubb,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Philadelphia County', 'Philadelphia']","Philadelphia, Philadelphia County",,
1,2025-10-13T12:55:48Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5uazVxblE4QkdGVWFiMkpDcW1VUSIsImkiOiI1NDQ1ODEyNzkzIn0.ldromrDAOs8YhXFWz7YxR1nEtSv9leUQrdcGaWCMyMs,124676.85,39.955624,5445812793,-75.164753,"This position offers the opportunity to leverage the entire spectrum of analytics tools towards solving a wide variety of business problems. The focus is on applying a combination of industry-standard practices and innovative ideas, utilizing structured and unstructured data from multiple sources, and employing AI, machine learning, and statistical techniques to build, evaluate, and implement models. Our team focuses on creating analytical solutions that solve real-world business problems for a…",Senior Data Scientist,124676.85,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5445812793?se=Ennk5qnQ8BGFUab2JCqmUQ&utm_medium=api&utm_source=4754d954&v=884B0E322E86C33E1839B982C0105CEFB20DDCD1,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Chubb,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Philadelphia County', 'Philadelphia']","Philadelphia, Philadelphia County",,
1,2025-12-03T08:32:39Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNTcyODkzMSIsInMiOiJFbm5rNXFuUThCR0ZVYWIySkNxbVVRIn0.8jQp0muQWi-L81VJzH8ONDmjJPwLKW9dJvBt3XWG1Q0,157405.78,34.083796,5525728931,-118.11812,"Hi Professional, I hope you’re doing well and having a great day! My name is Ankish , and I work with TPI Global Solutions , a global talent solutions firm providing a wide range of staffing and consulting services to leading technology companies and professionals like you. I came across your profile on a job portal and was impressed with your background. Based on your experience, I believe you could be a great fit for an exciting opportunity we are currently supporting. Job Title: Principal Da…",Principal Data Scientist,157405.78,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5525728931?se=Ennk5qnQ8BGFUab2JCqmUQ&utm_medium=api&utm_source=4754d954&v=E2F2C1F6F57E9258C6F70EFCA94A5B2ECF3D66A0,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Tech Providers Inc.,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Alhambra']","Alhambra, Los Angeles County",,
1,2025-12-02T16:33:45Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5uazVxblE4QkdGVWFiMkpDcW1VUSIsImkiOiI1NTI0OTM0NDY4In0.oyLPp8ilyb_Riu0tAu7jrzH7riPexB1XjphOAPqhxZ0,193683.33,,5524934468,,"Urgently hiring Senior Data Scientist! This Jobot Job is hosted by: Kendall Kaing Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $80,000 - $130,000 per year A bit about us: Are you interested in working for the world's largest cannabis market with a footprint that covers the entire breadth of the state of California? Are you someone who wants to be part of the growth of a fast-growing industry? At client company, our mission is clear: to pro…",Senior Data Scientist,193683.33,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5524934468?se=Ennk5qnQ8BGFUab2JCqmUQ&utm_medium=api&utm_source=4754d954&v=57CE54D8109FF11FE9C473DB6B8BE3B1B3B0A706,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Jobot,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Los Angeles']","Los Angeles, Los Angeles County",,
1,2025-11-15T18:14:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5ODUyNTgwMiIsInMiOiJFbm5rNXFuUThCR0ZVYWIySkNxbVVRIn0.QjRux89FFcgqQQ14CcnmdRPlZSyqHGraj7knsAFlvI4,114483.25,42.127527,5498525802,-87.828955,"Job Summary Medline is seeking a lead data scientist for its Mpower team, responsible for building an AI driven supply chain optimization and resiliency product. As a Lead Data Scientist on the Mpower team, you will drive innovation by building and deploying traditional machine learning and LLM-based models to optimize supply chain and enhance customer experience. Your work will directly contribute to Mpower’s success and customer satisfaction. Job Description MAJOR RESPONSIBILITIES Build tradi…",Ld Data Scientist,114483.25,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5498525802?se=Ennk5qnQ8BGFUab2JCqmUQ&utm_medium=api&utm_source=4754d954&v=BDF1AE094595AFC1832BFADEAC9F6357AA92AF44,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Medline Industries - Transportation & Operations,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Northbrook']","Northbrook, Cook County",,
1,2025-11-25T21:07:09Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxNDA4NjgxNyIsInMiOiJFbm5rNXFuUThCR0ZVYWIySkNxbVVRIn0.yjIBIsvWque1wjzmKYoLkGfTzQA-C2WY8TsC91G3jwo,128180.32,42.127527,5514086817,-87.828955,"Job Summary Medline Industries is seeking a Lead Data Scientist to drive the design, development, and deployment of AI and machine learning solutions that create measurable business impact. This role requires strong technical expertise in machine learning and Generative AI (GenAI). The successful candidate will collaborate with cross-functional teams to deliver AI enabled business solutions from proof of concept to full-scale deployment. Job Description MAJOR RESPONSIBILITIES Scope, design, and…",Ld Data Scientist,128180.32,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5514086817?se=Ennk5qnQ8BGFUab2JCqmUQ&utm_medium=api&utm_source=4754d954&v=9C8EBFB059D0E0ADD2DA12E9731A08A906B1CB4D,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Medline Industries - Transportation & Operations,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Northbrook']","Northbrook, Cook County",,
1,2025-11-20T22:16:09Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwNjkwOTE0MyIsInMiOiJFbm5rNXFuUThCR0ZVYWIySkNxbVVRIn0.nvozbzUKuwOt1oB8ARZ2clDjkcas2r1QzJS8RB548ZQ,158285.94,38.912068,5506909143,-77.019023,"Capgemini Government Solutions (CGS) LLC is seeking a highly motivated Senior Data Scientist to lead the development and deployment of models and methodologies that enable pattern analysis, predictive modeling, intelligent automation, and AI/ML solutions. The successful candidate will have the opportunity to conceive and deliver innovative data science solutions to the U.S. Public Sector to help address critical national and global challenges such as health, climate change, and national securit…",Senior Data Scientist,158285.94,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5506909143?se=Ennk5qnQ8BGFUab2JCqmUQ&utm_medium=api&utm_source=4754d954&v=62EF5D849F0225177A1B4C0735C6F33A13AA8C3C,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Capgemini Government Solutions,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington, D.C.', 'Washington']","Washington, Washington, D.C.",,
1,2025-12-03T05:59:26Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNTUwOTg5NiIsInMiOiJFbm5rNXFuUThCR0ZVYWIySkNxbVVRIn0.MscVId-O6XkLgvF6O0qLUOWFY6h3wde916gcivuTEDo,107593.64,38.810608,5525509896,-90.699848,"Our Purpose Mastercard powers economies and empowers people in 200 countries and territories worldwide. Together with our customers, we're helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest pot…","Senior Data Scientist, Sustainable Technology",107593.64,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5525509896?se=Ennk5qnQ8BGFUab2JCqmUQ&utm_medium=api&utm_source=4754d954&v=0C912F9276AF29A7B5ADA5167BA6BD5348479196,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Mastercard,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Charles County', 'O Fallon']","O Fallon, Saint Charles County",,
1,2025-12-03T07:44:06Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNTY2ODQ1OCIsInMiOiJubzVMNktuUThCR3BMTFdSQmhhdFpRIn0.Pxz6II6RKxpZx8gZLfWeDk9KTJTJ7_zAZ4utgP3mAPc,93806.27,42.679357,5525668458,-73.808983,"Our Purpose Mastercard powers economies and empowers people in 200 countries and territories worldwide. Together with our customers, we’re helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest pot…",Lead Data Scientist,93806.27,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5525668458?se=no5L6KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=7121C719B2F61C5486EC40C6A86DBCD70C1564E4,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Mastercard,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Ny State Campus']","Ny State Campus, Albany County",,part_time
1,2025-12-02T10:40:33Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNDEwMjE3NyIsInMiOiJubzVMNktuUThCR3BMTFdSQmhhdFpRIn0.XgakL9j8Yd_Og0e8dHo7pnKMi-avnNzTaTfZTQfs5F0,105127.3,39.018165,5524102177,-77.208591,"Job Description Job Description Nelson Scientific Labs seeks a bioinformatician/data scientist with a strong background in biological sciences to support big data analyses using statistical and bioinformatics approaches, prediction model-building in compliance with FDA biomarker qualification guidelines for our federally funded biomedical research projects. The successful candidate holds a Phd in bioinformatics, biostatistics, computational biology, computer science, or closely related discipli…",Bioinformatician/data scientist,105127.3,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5524102177?se=no5L6KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=4CAA3B7815AB03FEC261AE29B6BE40066E9F55E6,Data Scientist,Adzuna::API::Response::Category,scientific-qa-jobs,Scientific & QA Jobs,Nelson Scientific Labs Llc,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Maryland', 'Montgomery County', 'Potomac']","Potomac, Montgomery County",,
1,2025-10-01T19:05:31Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQyNTQ2MTQ4MCIsInMiOiJubzVMNktuUThCR3BMTFdSQmhhdFpRIn0.Pn-F5V80jL7-Cfco0TF1qrRo0-1yY_G82Nh2nFLOyuY,183970.38,40.73111,5425461480,-74.17421,"Description At Audible, we believe stories have the power to transform lives. It's why we work with some of the world's leading creators to produce and share audio storytelling with our millions of global listeners. We are dreamers and inventors who come from a wide range of backgrounds and experiences to empower and inspire each other. Imagine your future with us. ABOUT THIS ROLE We are seeking a talented data scientist to join the Audible economics team. Our group of economists, data scientis…",Data Scientist,183970.38,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5425461480?se=no5L6KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=E5B70F3AF497432EA3EDB410344327BBFB085AB5,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Amazon,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Essex County', 'Newark']","Newark, Essex County",,
1,2025-10-18T14:30:46Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ1NDMyNjgyMiIsInMiOiJubzVMNktuUThCR3BMTFdSQmhhdFpRIn0.jgkfx0FBrP4rcrbmgHTcxJHtR6_BWju1v1YYTXjgqnE,169265.33,37.41888,5454326822,-122.1696,"Data Scientist Graduate School of Education, Stanford, California, United States Information Analytics Post Date Oct 16, 2025 Requisition  107547 TheStanford Center on Early Childhood, an initiative of theStanford Accelerator for Learning, seeks a full time Data Scientist to join theRAPID Survey Projectteam. The Data Scientist will oversee the work of a team of analysts, establishing and maintaining quality standards, reviewing outputs, and ensuring that research processes are executed with pre…",Data Scientist,169265.33,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5454326822?se=no5L6KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=B459F421078F9B56179E6674552C8E03C6058A7F,Data Scientist,Adzuna::API::Response::Category,scientific-qa-jobs,Scientific & QA Jobs,Stanford University,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Santa Clara County', 'Stanford']","Stanford, Santa Clara County",,
